sid	text
safari.kill mech0	It is just a machine, we can take it down!
safari.kill mech0	It is just a machine, we can take it down!
	
safari.killed mech0	Aaand down it goes!
safari.killed mech0	Aaand down it goes!
safari.killed mech0	Aaand down it goes!
	
safari.jack in combat	Now the hunters become the hunted!!
	
safari.jack dead	Impossible! I have been defeated! So be it, doors to Bill are unlocked now, go challenge him if you dare!
	
safari.at bill	The final challenge! We can do it!
safari.at bill	The final challenge! We can do it!
safari.at bill	The final challenge! We can do it!
	
safari.bill in combat	Aargh, more brave hunters waiting for me to kill! Okay, okay, I kill!
	
safari.bill dead	Aaaargh, no!
	
	
//// Special Location Kharum	
	
kharum.help village	The villagers will need help. Let’s go.
kharum.help village	The villagers will need help. Let’s go.
kharum.help village	The villagers will need help. Let’s go.
	
kharum.nomad wave	You are here! A miracle!  We await a more serious attack! Please help us.
	
kharum.nomad wave dead	Thanks to you we have survived and are safe, at least for now, but we have one more request... if you will.
	
kharum.retaliate	Please, go to where the attackers come from and stop them once and for all!
	
kharum.retaliated	We did it! Let’s tell them they’re safe now at the village.
kharum.retaliated	We did it! Let’s tell them they’re safe now at the village.
kharum.retaliated	We did it! Let’s tell them they’re safe now at the village.
	
kharum.talk to ran boo	Well done, thank you! Now only the final enemy needs defeating. Talk to our guest, please, a man called Ran Boo. He can explain.
	
kharum.ran boo spawned	So, you’re after the big robot, huh? To reach it, you have to activate an ancient device in the village here. Not easy, but if you’re willing and ready, let’s go!
	
kharum.lets go	Well you got guts anyhow! Now to find the power sources scattered around the desert and activate them. Lead the way!
	
kharum.found power source	There is a power source here. I am on it.
	
kharum.last power source	Now we have enough power. Let’s go back to the village and activate the device.
	
kharum.activating ancient device	Now stay back! I am going to turn it on!
	
kharum.ancient device activated	Wow it worked! Not that I, er, doubted it ... Anyhow, let’s go pay the big rusty dude a visit. After you!

kharum.kill Xelrad	This is what I call big prey. Now let’s kill it!
kharum.kill Xelrad	This is what I call big prey. Now let’s kill it!
kharum.kill Xelrad	This is what I call big prey. Now let’s kill it!
	
kharum.killed Xelrad	A glorious kill!
kharum.killed Xelrad	A glorious kill!
kharum.killed Xelrad	A glorious kill!

kharum.i kill you	So much trouble just to come here and be killed by me?! If that is what you want, it will be my pleasure to deliver it.
	
	
//// Corrupted Fields	
cf.open cages	Come on! Open the cages! I want entertainment!
cf.final battle-cf	Enjoy the moment, for this is your last battle!
cf.where am i	Huh?! Where am I?
cf.where am i	Huh?! Where am I?
cf.where am i	Huh?! Where am I?
cf.your minds	Your minds are mine!
cf.you strong	You are strong! I wonder how far can you go into my domain!
	
//// Esperanza	
esperanza.creeps	This place gives me the creeps.
esperanza.creeps	This place gives me the creeps.
esperanza.creeps	This place gives me the creeps.
esperanza.didnt we	Didn’t we kill him already?
esperanza.didnt we	Didn’t we kill him already?
esperanza.didnt we	Didn’t we kill him already?
esperanza.cant kill me	You can’t kill me, I am eternal!
esperanza.will meet again	We will meet again!
esperanza.we meet again	We meet again!
esperanza.mistake	You killed <i>me</i> but you left <i>me</i> alive. A bad mistake!
esperanza.ill be back	I... I’ll be back!
	
	
//// Renegades’ Hideout 	
rh.bow to me	Bow to me, slaves!
rh.got what u deserve	You got what you deserve!
rh.i was wrong	I... was... wrong!
rh.killed by slaves	Killed by slaves! How...
rh.it is dead	Whatever that was, it’s dead. One less threat.
rh.it is dead	Whatever that was, it’s dead. One less threat.
rh.it is dead	Whatever that was, it’s dead. One less threat.
	
//// Bridges of Trial	
bt.dont disappoint	I have been waiting for you for so long... Do not disappoint me!
bt.challenge	Finally, a challenge!
bt.victory again	Victory again... won’t this ever end?
bt.disappointed	Was that the best you could do? I am disappointed.
bt.can rest	Finally! I can rest!
bt.impressed	So, you made it this far. I am impressed! Now, only the final challenge remains. Good  luck!
bt.bites the dust	Another one bites the dust!
