sid	text
HollowVoiceAbi.text	The Horror has a [stat:hollow_voice_chance]% chance to call upon his Underworld voice and emit a bone-rattling growl, inflicting [stat:hollow_voice_damage] points of damage to all enemies in front of it.
HolyAuraAbi.name	Holy Aura
HolyAuraAbi.text	The High Priest's power surrounds him with Nature’s energy, healing all allied units for [stat:holy_aura_heal] hit points every [stat:holy_aura_tick] seconds.
InfestationAbi.name	Infestation
InfestationAbi.text	The Shifter has a [stat:infestation_chance]% chance on each attack to spawn a Hatchling near its current target.
LeadershipAbi.name	Leadership
LeadershipAbi.text	By attacking enemies and observing the battle, the Judge gains charges which he automatically uses for promoting nearby Troopers to Elite status. Elite Troopers have an increased chance to inflict double damage on their targets.
LeechAbi.name	Leech
LeechAbi.text	The Stone Ghost has a [stat:drain_psi_chance]% chance on each attack to steal up to [stat:drain_psi_amount]power from its target and give the same amount to all nearby friendly units.
LifeLeechAbi.name	Life Leech
LifeLeechAbi.text	With each attack, the Manipulator drains [stat:damage] hit points from his target and disperses it, healing all nearby allied units.
LongRangeAbi.name	Long Range
LongRangeAbi.text	The Arbiter inflicts great damage but is only efficient at his maximum range. Attacking from a close distance will reduce his damage dramatically.
TerrifyAbi.name	Terrify
TerrifyAbi.text	The Ancient Shade instills fear into its enemies, every attack has a [stat:terrify_chance]% chance to terrify all enemies near its target for [stat:terrify_duration] seconds
NanofixAbi.name	Nanofix
NanofixAbi.text	Creates a wave of nano particles, instantly repairing a machine for [stat:nano_fix_heal] hit points.
OverchargeAbi.name	Overcharge
OverchargeAbi.text	The Constructor has a [stat:overcharge_chance]% chance to perform an energy-based lightning shot instead of his normal attack, inflicting double damage on its target. Also, this overcharged bolt creates an Energy Nova around the affected target, inflicting half damage to all enemy units in a small area and stunning them for [stat:overcharge_stun_duration] seconds.
OverclockAbi.name	Overclock
OverclockAbi.text	The Ripper overclocks his CPU and has [stat:overclock_perc]% movement speed for [stat:overclock_duration]seconds when he engages in combat.
OverseerChargingFieldAbi.name	Charging Field
OverseerChargingFieldAbi.text	The Power Overseer has an aura that restores [stat:charging_field_psi_perc]% of the power of all nearby allied units every [stat:charging_field_tick] seconds.
OverseerPlasmaShieldAbi.name	Plasma Shield
OverseerPlasmaShieldAbi.text	A powerful shield that is automatically activated when the Overseer is attacked. The Plasma Shield has a durability of [stat:shield_hull], a charge rate of [stat:shield_regen], a [stat:shield_fullabsorbchance]% chance for full deflection, and a damage absorption of [stat:shield_percentabsorbtion]%.
PlasmaShieldAbi.name	Plasma Shield
PlasmaShieldAbi.text	A powerful shield that is automatically activated when the Master is attacked. The Plasma Shield has a durability of [stat:shield_hull], a charge rate of [stat:shield_regen], a [stat:shield_fullabsorbchance]% chance for full deflection, and a damage absorption of [stat:shield_percentabsorbtion]%.
PowerLeakAbi.name	Power Leak
PowerLeakAbi.text	The Shifter has a [stat:power_leak_chance]% chance on each attack to reduce the enemy power by [stat:power_leak_drain]%.
PyroblastAbi.name	Pyroblast
PyroblastAbi.text	The High Priest has a [stat:pyrowave_chance]% chance on every attack to spawn a powerful wave of fire, damaging up to 2 additional targets.
RepairDronesAbi.name	Repair drones
RepairDronesAbi.text	Launches drones that will repair the Constructor and nearby allied machines.
Shaman.abilities.DrainLife.name	Drain Life
Shaman.abilities.DrainLife.text	The Shaman has a [stat:drain_life_chance]% chance to inflict [stat:damage] points of damage to its current target and to heal all living friendly units in a small area around him for [drain_life_heal] hit points.
ShiftAbi.name	Shift
ShiftAbi.text	While fighting, the Guardian can use her power to shift through the dimensions, moving herself around her target. This shifting causes double damage and stuns the target for [stat:shift_stun_duration] seconds.
Shifter.abilities.CloneShieldAbi.name	Clone Shield
Shifter.abilities.CloneShieldAbi.text	The Clone Shield automatically activates when the Shifter is attacked. It has a durability of [stat:shield_hull], a charge rate of [stat:shield_regen], a [stat:shield_fullabsorbchance]% chance for full deflection, and a damage absorption of [stat:shield_percentabsorbtion]%. Also, every time the Clone Shield fully deflects an incoming attack, it clones and protects one random nearby Officer, Trisat or Tritech."
ChillSpellAbi.name	Chill
ChillSpellAbi.text	The Sorcerer’s default attack slows his target by [stat:chill_perc]% for [stat:chill_duration] seconds.
SurgeonAbilities.FirstAid.name	First Aid
SurgeonAbilities.FirstAid.text	The Surgeon will automatically bandage wounded units every [stat:bandage_cooldown]seconds, healing them for [stat:bandage_amount] with a [stat:bandage_crit]% chance for twice the amount, also removing one harmful effect. Right-click on a friendly target to make the Surgeon following him and putting special attention on his hit points.
Trisat.abilities.FrenzyAbi.name	Frenzy
Trisat.abilities.FrenzyAbi.text	The Trisat falls into a frenzy after every [stat:frenzy_threshold] damage it inflicts, increasing its armor by [stat:frenzy_armor] and its damage by [stat:frenzy_damage]%. The buff stacks up to 3 times and fades away if the Trisat doesn’t hit anything for [stat:frenzy_duration] seconds.
Trisat.abilities.ParalyzingFieldAbi.name	Paralyzing Field
Trisat.abilities.ParalyzingFieldAbi.text	The Trisat slows the movement of all nearby organic enemies by [stat:paralyzing_field_speed_reduction_perc]%.
TrooperAbilities.Grenade.name	Throw Grenade
TrooperAbilities.Grenade.text	The Trooper has a [stat:throw_grenade_chance]% chance on each attack to throw an explosive grenade towards his target. The grenade will inflict [stat:grenade_damage] damage in a small area. However, the Trooper will not use this ability if there is a danger for the grenade to harm allied units.
UnholyAuraAbi.name	Unholy Aura
UnholyAuraAbi.text	The Stone Ghost maintains a link with the Underworld, healing all Underworld creatures (Stone Ghost, Ancient Shade, Howling Horror, Soul Worm) nearby for [stat:unholy_aura_heal] hit points every [stat:unholy_aura_interval] seconds.
Warrior.abilities.SharpShooterAbi.name	Sharp Shooter
Warrior.abilities.SharpShooterAbi.text	The Warrior is very efficient when shooting at his maximum range. However, he quickly loses efficiency if forced into close-range combat.
WhirlwindAbi.name	Whirlwind
WhirlwindAbi.text	While fighting, the Guardian has a [stat:whirlwind_chance]% chance to perform a special move, inflicting damage to all adjacent targets.
Worker.abilities.RepairAbi.name	Repair Building
Worker.abilities.RepairAbi.text	The Worker can repair damaged buildings.
Worker.abilities.BuildAbi.name	Build Shrine
Worker.abilities.BuildAbi.text	The Worker can build a new Shrine at a free xenolite deposit.
	
//////////////////// EFFECTS //////////////////////////////
	
AlienEgg.SizzleAura.effect.name	Sizzle
AlienEgg.SizzleAura.effect.text	This unit is weakened by the influence of nearby alien Eggs.
AlienEgg.weapon.effect.name	Acid Burst
AlienEgg.weapon.effect.text	This unit’s armor is weakened by an Acid Burst.
AssaultBotAbilities.Rocket.effect.name	Reduced Damage
AssaultBotAbilities.Rocket.effect.text	This unit’s effectiveness has been weakened by a concussion rocket.
Brute.abilities.GrowlAbi.effect.name	Growl
Brute.abilities.GrowlAbi.effect.text	This unit is threatened by a Brute and cannot attack anyone else.
Brute.abilities.IgniteOnHitAbi.effect.name	Ignite
Brute.abilities.IgniteOnHitAbi.effect.text	This unit is in a special state that raises its effectiveness.
Brute.abilities.IgniteOnKillAbi.effect.name	Ignite
Brute.abilities.IgniteOnKillAbi.effect.text	This unit is in a special state that raises its effectiveness.
ChainLightningAbi.effect.name	Chain Lightning
ChainLightningAbi.effect.text	This unit is taking damage from Chain Lightning!!!!!!.
ChainShotAbi.effect.name	Chain Shot
ChainShotAbi.effect.text	This unit is taking damage from a Chain Shot.
Chill.effect.name	Chill
Chill.effect.text	This unit is being slowed by a Sorcerer’s attack.
ConfuseAction.spell.effect.effect.name	Confusion
ConfuseAction.spell.effect.effect.text	The Lord Commander’s armor is increased during a Confusion maneuver.
CorruptionAction.spell.effect.name	Corruption
CorruptionAction.spell.effect.text	This unit is taking poison damage from a Corruption spell.
DarkWind.FireLashHit.IncinerateAura.effect.name	Incinerate
DarkWind.FireLashHit.IncinerateAura.effect.text	This unit is suffering fire damage from a hot spot caused by lightning from a nearby enemy Temple.
DominatorDimensionChainAction.spell.effect.effect.name	Dimension Chain
DominatorDimensionChainAction.spell.effect.effect.text	This unit is caught in a Dimension Chain and cannot move.
EnfeebleAbi.effect.name	Enfeeble
EnfeebleAbi.effect.text	This unit has been weakened by a Shifter’s attack.
ExposeTargetAbi.effect.name	Expose Target
ExposeTargetAbi.effect.text	This unit’s armor is weakened by an Assassin’s shot.
FeedAction.spell.effect.caster_effect_on_start.name	Feed
FeedAction.spell.effect.caster_effect_on_start.text	This unit is being healed by a Feed action.
FeedAction.spell.effect.name	Feed
FeedAction.spell.effect.text	This unit is taking damage from a Feed action.
FrostWaveAction.spell.effect.name	Chill
FrostWaveAction.spell.effect.text	This unit is being slowed by a Sorcerer’s attack.
Guardian.FortifyAura.effect.name	Fortify
Guardian.FortifyAura.effect.text	This unit’s armor is strengthened by the Fortify aura of a nearby Guardian.
Harvester.abilities.ImminenceAbi.effect.name	Imminence
Harvester.abilities.ImminenceAbi.effect.text	This unit is threatened by a Harvester and cannot attack anyone else.
Harvester.ParalyzingFieldAura.effect.name	Paralyzing Field
Harvester.ParalyzingFieldAura.effect.text	This unit is being slowed by a Paralyzing field.
Hatchling.abilities.ThreatenAbi.effect.name	Threaten
Hatchling.abilities.ThreatenAbi.effect.text	This unit is threatened by a Hatchling and cannot attack anyone else.
HowlArmor.name	Howl Armor
HowlArmor.text	This unit is in a special state that increases its armor.
HowlFear.name	Howl Fear
HowlFear.text	This unit is horror-stricken and cannot execute orders.
HowlHeal.name	Howl Heal
HowlHeal.text	This unit is in a special state that boosts its health regeneration.
IncinerateSpot.IncinerateAura.effect.name	Incinerate
IncinerateSpot.IncinerateAura.effect.text	This unit is taking fire damage from an Incinerate spell.
InjectAction.effect.name	Inject
InjectAction.effect.text	The Lord Commander is regenerating his health under the influence of injected medications.
JurranAssassin.weapon.alt_projectile.effect.name	Poison
JurranAssassin.weapon.alt_projectile.effect.text	This unit is taking damage from poison.
M33Breeder.CorruptionFieldAura.effect.name	Corruption Field
M33Breeder.CorruptionFieldAura.effect.text	This unit is poisoned by a Corruption Field.
M33Breeder.SuppressionFieldAura.effect.name	Suppression Field
M33Breeder.SuppressionFieldAura.effect.text	This unit is being slowed by a Suppression Field.
MarkOfChaosAction.effect.name	Mark of Chaos
MarkOfChaosAction.effect.text	This unit is taking damage from a Mark of Chaos.
MutantsThunder.ThunderSlowAura.effect.name	Thunderstorm Slow
MutantsThunder.ThunderSlowAura.effect.text	This unit is being slowed by a Thunderstorm.
Overseer.ChargingFieldAura.effect.name	Charging field
Overseer.ChargingFieldAura.effect.text	This unit’s power is being replenished by a Charging Field.
Manipulator.Manipulation.effect.name	Manipulation
Manipulator.Manipulation.effect.text	Increased maximum hitpoints by and power.
Portal.CorruptionFieldAura.effect.name	Corruption Field
Portal.CorruptionFieldAura.effect.text	This unit is poisoned by a Corruption Field.
Portal.SuppressionFieldAura.effect.name	Suppression Field
Portal.SuppressionFieldAura.effect.text	This unit is being slowed by a Suppression Field.
OverclockAbi.effect.name	Overclock
OverclockAbi.effect.text	Increased movement speed
Shrine.SpiritTrapAura.effect.name	Spirit Tap
Shrine.SpiritTrapAura.effect.text	This unit’s hit points are being regenerated by the Spirit Tap aura of a nearby Temple.
SpittingScorpion.abilities.VenomousBiteAbi.effect.name	Poison
SpittingScorpion.abilities.VenomousBiteAbi.effect.text	This unit is taking damage from poison.
StoneGhost.UnholyPowerAura.effect.name	Unholy Power
StoneGhost.UnholyPowerAura.effect.text	This unit’s power is being replenished by a nearby Stone Ghost.
VoiceofCommandAction.effect.name	Voice of Command
VoiceofCommandAction.effect.text	The efficiency of this unit’s attacks has been improved by a nearby Judge.
Temple.SpiritSanctumAura.effect.name	Spirit Sanctum
Temple.SpiritSanctumAura.effect.text	This unit’s hit points and energy are being regenerated by the Spirit Sanctum aura of a nearby Temple.
Trisat.frenzy.effect.name	Frenzy
Trisat.frenzy.effect.text	This unit is frenzied. Its armor and damage points are increased.
Trisat.ParalyzingFieldAura.effect.name	Paralyzing Field
Trisat.ParalyzingFieldAura.effect.text	This unit is being slowed by a Trisat’s Paralyzing Field.
LavaTrap.IncinerateAura.effect.name	Incinerate
LavaTrap.IncinerateAura.effect.text	This unit is suffering damage from a molten spot on the ground.
QueenProtector.abilities.Taunt.effect.effect.name	Confusion
QueenProtector.abilities.Taunt.effect.effect.text	This unit is threatened by a Queen Protector and cannot attack anyone else.
E_PoisonShot.name	Slowing Poison
E_PoisonShot.text	This unit is slowed and taking damage from an Assassin's Poison Flare
S_freeze.name	Freeze
S_freeze.text	This unit is frozen and cannot do anything at the moment.
S_stun.name	Stun
S_stun.text	This unit is stunned and cannot do anything at the moment.
S_madden.name	Madden
S_madden.text	This unit has panicked and cannot distinguish friends from foes.
S_fear.name	Fear
S_fear.text	This unit is horror-stricken and cannot execute orders.
TerrifyAbi.effect.name	Terrified
TerrifyAbi.effect.text	This unit is horror-stricken and cannot execute orders.

//// ENEMY EFFECTS /////////////

SalingAssassin.weapon.alt_projectile.effect.name	Poison
SalingAssassin.weapon.alt_projectile.effect.text	This unit is taking damage from poison.
Kai_Rider.frenzy.effect.name	Frenzy
Kai_Rider.frenzy.effect.text	This unit is frenzied. Its chance for a critical hit is increased.
CPCorruptedBody.name	Corrupted Body
CPCorruptedBody.text	This unit’s statistics are increased by a foul power.
CPCorruptedMind.name	Corrupted Mind
CPCorruptedMind.text	This unit’s mind is corrupted, forcing it to fight for the enemy.
AncientSmith.abilities.ConfuseAbi.effect.effect.name	Confusion
AncientSmith.abilities.ConfuseAbi.effect.effect.text	Ancient Smith’s armor is increased during a Confusion maneuver.
AncientSmith.AncientSmithBerserkAura.effect.name	Berserk
AncientSmith.AncientSmithBerserkAura.effect.text	This unit’s damage is increased by the Berserk aura of a nearby Ancient Smith.
AncientSmithCloneEast.abilities.ConfuseAbi.effect.effect.name	Confusion
AncientSmithCloneEast.abilities.ConfuseAbi.effect.effect.text	Ancient Smith’s armor is increased during a Confusion maneuver.
AncientSmithCloneWest.abilities.ConfuseAbi.effect.effect.name	Confusion
AncientSmithCloneWest.abilities.ConfuseAbi.effect.effect.text	This unit is threatened by an Ancient Smith and cannot attack anyone else.
AncientSmithMinion.abilities.ConfuseAbi.effect.effect.name	Confusion
AncientSmithMinion.abilities.ConfuseAbi.effect.effect.text	Ancient Smith’s armor is increased during a Confusion maneuver.
AncientSmithMinion.AncientSmithFortifyAura.effect.name	Fortify
AncientSmithMinion.AncientSmithFortifyAura.effect.text	This unit’s armor is strengthened by the Fortify aura of a nearby Ancient Smith.
RenegadeManipulator.abilities.EnrageAbi.effect.name	Enrage
RenegadeManipulator.abilities.EnrageAbi.effect.text	This unit’s statistics are being enhanced by a friendly Renegade Manipulator.
RenegadeDominator.abilities.DimensionChainAbi.effect.effect.name	Dimension Chain
RenegadeDominator.abilities.DimensionChainAbi.effect.effect.text	This unit is caught in a Dimension Chain and cannot move.
RenegadeHarvester.abilities.EnsnareAbi.projectile.effect.name	Hunter’s net
RenegadeHarvester.abilities.EnsnareAbi.projectile.effect.text	This unit is caught in a hunter’s net and cannot act.
E_bt_shield.name	Special Defense
E_bt_shield.text	This unit has been granted a special defensive ability.
E_bt_weapon.name	Special Offense
E_bt_weapon.text	This unit has been granted a special offensive ability.
E_PlaguedCorrosion.name	Plague Corrosion
E_PlaguedCorrosion.text	This unit receives less hit points when being healed.
BigOne.abilities.VenomShowerAbi.projectile.secondary.projectile.effect.effect.name	Poison
BigOne.abilities.VenomShowerAbi.projectile.secondary.projectile.effect.effect.text	This unit is taking damage from poison.
BigOne.abilities.VenomousBiteAbi.effect.name	Poison
BigOne.abilities.VenomousBiteAbi.effect.text	This unit is taking damage from poison.
BigOne.abilities.VenomShowerAbi.effect.name	Poison
BigOne.abilities.VenomShowerAbi.effect.text	This unit is taking damage from poison.
BigOne.ParalyzingFieldAura.effect.name	Slowing Poison
BigOne.ParalyzingFieldAura.effect.text	This unit is being slowed by paralyzing poison.
VarunAssassin.weapon.alt_projectile.effect.name	Poison
VarunAssassin.weapon.alt_projectile.effect.text	This unit is taking damage from poison.
Vasilii.weapon.projectile.effect.effect.name	Poison
Vasilii.weapon.projectile.effect.effect.text	This unit is taking damage from poison.
VenomousScorpion.abilities.VenomousBiteAbi.effect.name	Poison
VenomousScorpion.abilities.VenomousBiteAbi.effect.text	This unit is taking damage from poison.
VenomousScorpion.ParalyzingFieldAura.effect.name	Slowing Poison
VenomousScorpion.ParalyzingFieldAura.effect.text	This unit is being slowed by paralyzing poison.
