sid	text:fr
Brute.abilities.IgniteOnKillAbi.text	Après avoir délivré un coup mortel à une cible, la brute s’enrage et prend feu pendant [stat:ignite_duration] secondes La brute en flammes inflige [ignite_damage] de dégâts en plus à un maximum de [ignite_targets] cibles lui faisant face.
ChainShotAbi.name	Tir en chaîne
ChainShotAbi.text	Le médiateur a [stat:chain_shot_chance]% de chances de déclencher une réaction en chaîne sur chaque tir et de causer des dégâts à plus d’ennemis.
ChargeAbi.name	Charge
ChargeAbi.text	Quand il approche d’un ennemi, le gardien est capable de sprinter dans les derniers mètres. Il se met ainsi instantanément à portée de combat.
DeathRumbleAbi.name	Roulement de mort
DeathRumbleAbi.text	L’horreur a [stat:death_rumble_chance]% de chances d’invoquer une nova impie qui inflige [stat:death_rumble_damage] de points de dégâts à tout ennemi proche.
DischargeAbi.name	Décharge
DischargeAbi.text	L’attaque du juge a [stat:discharge_chance]% de chances de supprimer [stat:discharge_damage] points de puissance à sa cible et de les convertir en dégâts.
DominatorBlightRayAbi.name	Anéantissement
DominatorBlightRayAbi.text	L’attaque par défaut du dominateur ignore totalement l’armure ennemie.
DominatorStasisShotAbi.name	Tir de stase
DominatorStasisShotAbi.text	Le dominateur a [stat:stasis_shot_chance]% de chances de paralyser sa cible pendant [stat:stasis_shot_duration] secondes et de lui infliger le double de dégâts avec son tir.
EnfeebleAbi.name	Affaiblissement
EnfeebleAbi.text	Sur chaque attaque, le modificateur a [stat:enfeeble_chance]% de chances d’affaiblir toutes les unités ennemies entourant sa cible pendant [stat:enfeeble_duration] secondes. Ceci réduit les dégâts qu’elles provoquent de [stat:enfeeble_damage_reduction_perc]%. L’effet s’additionne jusqu’à 5 fois.
ExposeTargetAbi.name	Exposition
ExposeTargetAbi.text	Sur chaque tir, l’assassin a [stat:expose_target_chance]% de chances de transpercer l’armure de sa cible. Ceci réduit son efficacité de [stat:expose_target_armor_perc]% pendant [stat:expose_target_armor_duration] secondes. Cet effet s’additionne jusqu’à 5 fois.
FeedbackAbi.name	Feed-back
FeedbackAbi.text	Le tritech a [stat:feedback_chance]% de chances de récupérer [stat:feedback_heal] points de vie pour se soigner quand il tire.
Harvester.abilities.ImminenceAbi.name	Imminence
Harvester.abilities.ImminenceAbi.text	Sur chaque attaque, le moissonneur a [stat:confuse_chance]% de chances d’attirer l’attention de sa cible. Elle concentrera ses attaques sur lui pendant 10 secondes.
HarvesterHarvestAbi.name	Moisson
HarvesterHarvestAbi.text	Sur chaque attaque, le moissonneur a [stat:harvest_chance]% de chances d’exécuter une frappe spéciale qui touche et paralyse toutes les cibles qui l’entourent.
HarvesterParalyzingField.name	Champ de paralysie
HarvesterParalyzingField.text	Le moissonneur ralentit les déplacements de tous les ennemis vivants proches de [stat:paralyzing_field_speed_reduction_perc]%.
Hatchling.abilities.ThreatenAbi.name	Menace
Hatchling.abilities.ThreatenAbi.text	Sur chaque attaque, l’éclosion a [stat:threaten_chance]% de chances de menacer sa cible. Elle la force à concentrer ses attaque sur elle pendant [stat:threaten_duration] secondes.
HellfireAbilities.Shield.name	Champ de force
HellfireAbilities.Shield.text	Un puissant champ de force est activé automatiquement quand le feu de l’enfer est attaqué. Le champ de force dure [stat:shield_hull], avec un taux de charge de [stat:shield_regen] et [stat:shield_fullabsorbchance]% de chances de déviation complète et d’absorption de dégâts de [stat:shield_percentabsorbtion]%.
HollowVoiceAbi.name	Voix caverneuse
HollowVoiceAbi.text	L’horreur a [stat:hollow_voice_chance]% de chances de déclencher un grondement avec sa voix caverneuse. Elle inflige [stat:hollow_voice_damage] points de dégâts à tous les ennemis qui lui font face.
HolyAuraAbi.name	Aura sainte
HolyAuraAbi.text	Les pouvoirs du Grand prêtre rassemblent l’énergie naturelle qui l’entoure. Il soigne toutes les unités qui l’entourent en leur faisant récupérer [stat:holy_aura_heal] points de vie toutes les [stat:holy_aura_tick] secondes.
LeadershipAbi.name	Leadership
LeadershipAbi.text	En attaquant l’ennemi et en observant le combat, le juge gagne des charges dont il se sert automatiquement pour promouvoir les soldats au rang Élite. Les soldats d’élite ont plus de chances d’infliger le double de dégâts à leurs cibles.
LeechAbi.name	Sangsue
LeechAbi.text	Sur chaque attaque, le fantôme de pierre a [stat:drain_psi_chance]% de chances de voler jusqu’à [stat:drain_psi_amount] points de puissance à sa cible afin de les redistribuer à toutes les unités alliées proches.
LifeLeechAbi.name	Sangsue de vie
LifeLeechAbi.text	Sur chaque attaque, le manipulateur vole [stat:damage] points de vie à sa cible et les répand autour de lui. Il soigne ainsi toutes les unités alliées proches.
LongRangeAbi.name	Longue portée
LongRangeAbi.text	Le médiateur inflige beaucoup de dégâts mais n’est efficace qu’à portée maximum. Attaquer à courte distance réduit énormément son efficacité.
NanofixAbi.name	Nano-réparation
NanofixAbi.text	Crée une vague de nano-particules qui réparent instantanément une machine en lui faisant récupérer [stat:nano_fix_heal] points de vie.
OverchargeAbi.name	Surcharge
OverchargeAbi.text	Le constructeur a [stat:overcharge_chance]% de chances de déclencher un éclair d’énergie à la place de son attaque classique. Il inflige ainsi le double de dégâts à sa cible. Cet éclair surchargé crée aussi une nova d’énergie autour de la cible touchée qui inflige la moitié des dégâts à toute unité ennemie dans un secteur proche et la paralyse pendant [stat:overcharge_stun_duration] secondes.
OverseerChargingFieldAbi.name	Champ de charge
OverseerChargingFieldAbi.text	Le surveillant de puissance a une aura qui restaure [stat:charging_field_psi_perc]% de la puissance de toutes les unités alliées proches toutes les [stat:charging_field_tick] secondes.
OverseerPlasmaShieldAbi.name	Bouclier plasma
OverseerPlasmaShieldAbi.text	Puissant bouclier qui s’active automatiquement quand le surveillant de puissance est attaqué. Le bouclier plasma dure [stat:shield_hull], son taux de charge est de [stat:shield_regen]. Il a [stat:shield_fullabsorbchance]% de chances de déviation complète et un taux d’absorption de dégâts de [stat:shield_percentabsorbtion]%.
PlasmaShieldAbi.name	Bouclier plasma
PlasmaShieldAbi.text	Puissant bouclier qui s’active automatiquement quand le Maître est attaqué. Le bouclier plasma dure [stat:shield_hull], son taux de charge est de [stat:shield_regen]. Il a [stat:shield_fullabsorbchance]% de chances de déviation complète et un taux d’absorption de dégâts de [stat:shield_percentabsorbtion]%.
PowerLeakAbi.name	Perte de puissance
PowerLeakAbi.text	L’attaque par défaut du modificateur a [power_leak_chance]% de chances de réduire la puissance de l’ennemi de [power_leak_drain]%.
PyroblastAbi.name	Pyrochoc
PyroblastAbi.text	À chaque attaque, le Grand prêtre a [stat:pyrowave_chance]% de chances de générer une puissante vague de feu qui peut endommager jusqu’à 2 cibles supplémentaires.
RepairDronesAbi.name	Drones de réparation
RepairDronesAbi.text	Lance des drones qui réparent le constructeur et les machines alliées proches.
Shaman.abilities.DrainLife.name	Drain de vie
Shaman.abilities.DrainLife.text	Le chaman a [stat:drain_life_chance]% de chances d’infliger [stat:damage] points de dégâts à sa cible en cours et de soigner toutes les unités alliées vivantes dans un petit secteur autour de lui en leur faisant récupérer [drain_life_heal] points de vie.
ShiftAbi.name	Décalage
ShiftAbi.text	Pendant qu’il combat, le gardien peut utiliser ses pouvoirs pour passer d’une dimension à l’autre et se déplacer ainsi autour de sa cible. Le décalage provoque le double de dégâts et paralyse la cible pendant [stat:shift_stun_duration] secondes.
Shifter.abilities.CloneShieldAbi.name	Bouclier clone
Shifter.abilities.CloneShieldAbi.text	Le bouclier clone s’active automatiquement quand le modificateur est attaqué. Sa durée est de [stat:shield_hull], son taux de charge de [stat:shield_regen], il a [stat:shield_fullabsorbchance]% de chances de déviation complète et un taux d’absorption de dégâts de [stat:shield_percentabsorbtion]%. Chaque fois qu’il dévie complètement une attaque, il peut aussi se cloner et protéger un trisat ou un tritech voisin de manière aléatoire.
Sorcerer.abilities.ChillAbi.name	Refroidissement
Sorcerer.abilities.ChillAbi.text	L’attaque par défaut du sorcier ralentit sa cible de [stat:chill_perc]% pendant [stat:chill_duration] secondes.
SurgeonAbilities.FirstAid.name	Premiers soins
SurgeonAbilities.FirstAid.text	Le chirurgien soigne automatiquement les unités blessées dans un rayon moyen autour de lui. Il leur permet de récupérer [stat:bandage_amount] points de vie et de supprimer un effet négatif. Faites un clic droit sur une cible alliée pour que le chirurgien la suive et surveille ses points de vie de près.
Trisat.abilities.FrenzyAbi.name	Frénésie
Trisat.abilities.FrenzyAbi.text	Le trisat entre en frénésie tous les [stat:frenzy_threshold] de dégâts qu’il inflige, ce qui augmente son armure de [stat:frenzy_armor] et les dégâts qu’il cause de [stat:frenzy_damage]%. L’effet s’accumule jusqu’à 3 fois et disparaît si le trisat ne frappe rien pendant [stat:frenzy_duration] secondes.
Trisat.abilities.ParalyzingFieldAbi.name	Champ de paralysie
Trisat.abilities.ParalyzingFieldAbi.text	Le trisat ralentit les déplacements de tous les ennemis vivants proches de [stat:paralyzing_field_speed_reduction_perc]%.
TrooperAbilities.Grenade.name	Lancer de grenade
TrooperAbilities.Grenade.text	Sur chaque attaque, le soldat a [stat:throw_grenade_chance]% de chances de lancer une grenade explosive sur sa cible. La grenade infligera [stat:grenade_damage] de dégâts dans un petit secteur. Cependant, le soldat n’utilisera pas cette capacité s’il y a un risque que la grenade blesse des unités alliées.
UnholyAuraAbi.name	Aura impie
UnholyAuraAbi.text	Le fantôme de pierre maintient un lien avec les enfers et soigne toutes les créatures infernales (fantôme de pierre, ombre ancienne, horreur monstrueuse, ver d’âme) proches de lui en leur faisant récupérer [stat:unholy_aura_heal] points de vie par [stat:unholy_aura_interval] seconde.
Warrior.abilities.SharpShooterAbi.name	Tireur de précision
Warrior.abilities.SharpShooterAbi.text	Le guerrier est très efficace quand il tire à distance maximum mais il perd rapidement son efficacité quand il est forcé de combattre de près.
WhirlwindAbi.name	Tornade
WhirlwindAbi.text	Quand il combat, le gardien a [stat:whirlwind_chance]% de chances d’exécuter un coup spécial qui inflige des dégâts à toutes les cibles proches.
	
// BUFFS //////////////////////////////////////////////////////////////////////	
	
AlienEgg.SizzleAura.effect.name	Grésillement
AlienEgg.SizzleAura.effect.text	Cette unité est affaiblie par l’influence des œufs extra-terrestres du secteur.
AlienEgg.weapon.effect.name	Flux d’acide
AlienEgg.weapon.effect.text	L’armure de cette unité est affaiblie par un flux d’acide.
AssaultBotAbilities.Rocket.effect.name	Dégâts réduits
AssaultBotAbilities.Rocket.effect.text	L’efficacité de cette unité a été réduite par une fusée de commotion.
BigOne.abilities.VenomousBiteAbi.effect.name	Poison
BigOne.abilities.VenomousBiteAbi.effect.text	Cette unité est affectée par du poison.
BigOne.abilities.VenomShowerAbi.effect.name	Poison
BigOne.abilities.VenomShowerAbi.effect.text	Cette unité est affectée par du poison.
BigOne.ParalyzingFieldAura.effect.name	Poison de lenteur
BigOne.ParalyzingFieldAura.effect.text	Cette unité est ralentie par un poison paralysant.
Brute.abilities.GrowlAbi.effect.name	Grondement
Brute.abilities.GrowlAbi.effect.text	Cette unité est menacée par une brute et ne peut attaquer personne.
Brute.abilities.IgniteOnHitAbi.effect.name	Allumage
Brute.abilities.IgniteOnHitAbi.effect.text	Cette unité est dans un état spécial qui augmente son efficacité.
Brute.abilities.IgniteOnKillAbi.effect.name	Allumage
Brute.abilities.IgniteOnKillAbi.effect.text	Cette unité est dans un état spécial qui augmente son efficacité.
ChainShotAbi.effect.name	Tir en chaîne
ChainShotAbi.effect.text	Cette unité subit des dégâts d’un tir en chaîne.
ChillSpell.effect.name	Refroidissement
ChillSpell.effect.text	Cette unité est ralentie par l’attaque d’un sorcier.
ConfuseAction.spell.effect.effect.name	Confusion
ConfuseAction.spell.effect.effect.text	L’armure du Seigneur commandant est améliorée pendant une manœuvre de confusion.
CorruptionAction.spell.effect.name	Corruption
CorruptionAction.spell.effect.text	Cette unité est empoisonnée par un sort de corruption.
DarkWind.FireLashHit.IncinerateAura.effect.name	Incinération
DarkWind.FireLashHit.IncinerateAura.effect.text	Cette unité souffre de dégâts causés par le feu d’un point chaud déclenché par un éclair lancé d’un temple ennemi proche.
DominatorDimensionChainAction.spell.effect.effect.name	Chaîne dimensionnelle
DominatorDimensionChainAction.spell.effect.effect.text	Cette unité est prise dans une chaîne dimensionnelle et ne peut plus bouger.
EnfeebleAbi.effect.name	Affaiblissement
EnfeebleAbi.effect.text	Cette unité a été affaiblie par une attaque de modificateur.
ExposeTargetAbi.effect.name	Cible en danger
ExposeTargetAbi.effect.text	Cette unité est affaiblie par un tir d’assassin.
FeedAction.spell.effect.caster_effect_on_start.name	Alimentation
FeedAction.spell.effect.caster_effect_on_start.text	Cette unité est soignée par une action Alimentation.
FeedAction.spell.effect.name	Alimentation
FeedAction.spell.effect.text	Cette unité est soignée par une action Alimentation.
FrostWaveAction.spell.effect.name	Refroidissement
FrostWaveAction.spell.effect.text	Cette unité est ralentie par l’attaque d’un sorcier.
Guardian.FortifyAura.effect.name	Fortification
Guardian.FortifyAura.effect.text	L’armure de cette unité est renforcée par l’aura de fortification d’un gardien proche.
Harvester.abilities.ImminenceAbi.effect.name	Imminence
Harvester.abilities.ImminenceAbi.effect.text	Cette unité est menacée par un moissonneur et ne peut plus attaquer personne.
Harvester.ParalyzingFieldAura.effect.name	Champ de paralysie
Harvester.ParalyzingFieldAura.effect.text	Cette unité est ralentie par un champ de paralysie.
Hatchling.abilities.ThreatenAbi.effect.name	Menace
Hatchling.abilities.ThreatenAbi.effect.text	Cette unité est menacée par une éclosion et ne peut plus attaquer personne.
HowlArmor.name	Armure de mugissement
HowlArmor.text	Cette unité est dans un état spécial qui améliore son armure.
HowlFear.name	Peur de mugissement
HowlFear.text	Cette unité est frappée de terreur et ne peut plus obéir aux ordres.
HowlHeal.name	Soin de mugissement
HowlHeal.text	Cette unité est dans un état spécial qui améliore sa régénération de santé.
IncinerateSpot.IncinerateAura.effect.name	Incinération
IncinerateSpot.IncinerateAura.effect.text	Cette unité subit des brûlures par un sort d’incinération.
InjectAction.effect.name	Injection
InjectAction.effect.text	Le Seigneur commandant régénère sa santé sous l’influence de soins injectés.
JurranAssassin.weapon.alt_projectile.effect.name	Poison
JurranAssassin.weapon.alt_projectile.effect.text	Cette unité est affectée par du poison.
M33Breeder.CorruptionFieldAura.effect.name	Champ de corruption
M33Breeder.CorruptionFieldAura.effect.text	Cette unité est contaminée par un champ de corruption.
M33Breeder.SuppressionFieldAura.effect.name	Champ de suppression
M33Breeder.SuppressionFieldAura.effect.text	Cette unité est ralentie par un champ de suppression.
MarkOfChaosAction.effect.name	Signe du chaos
MarkOfChaosAction.effect.text	Cette unité subit des dégâts infligés par un signe du chaos.
MutantsThunder.ThunderSlowAura.effect.name	Orage de lenteur
MutantsThunder.ThunderSlowAura.effect.text	Cette unité est ralentie par un orage.
Overseer.ChargingFieldAura.effect.name	Champ de charge
Overseer.ChargingFieldAura.effect.text	La puissance de cette unité est réapprovisionnée par un champ de charge.
Portal.CorruptionFieldAura.effect.name	Champ de corruption
Portal.CorruptionFieldAura.effect.text	Cette unité est contaminée par un champ de corruption.
Portal.SuppressionFieldAura.effect.name	Champ de suppression
Portal.SuppressionFieldAura.effect.text	Cette unité est ralentie par un champ de suppression.
S_fear.name	Peur
S_fear.text	Cette unité est frappée de terreur et ne peut plus obéir aux ordres.
S_freeze.name	Gel
S_freeze.text	Cette unité est gelée et ne peut plus rien faire pour l’instant.
S_madden.name	Exaspération
S_madden.text	Cette unité est prise de panique et ne distingue plus ses alliés de ses ennemis.
S_stun.name	Paralysie
S_stun.text	Cette unité est paralysée et ne peut rien faire pour l’instant.
SalingAssassin.weapon.alt_projectile.effect.name	Poison
SalingAssassin.weapon.alt_projectile.effect.text	Cette unité est affectée par du poison.
Shrine.SpiritTrapAura.effect.name	Gain d’esprit
Shrine.SpiritTrapAura.effect.text	Les points de vie de cette unité sont régénérés par l’aura de gain d’esprit d’un temple proche.
SpittingScorpion.abilities.VenomousBiteAbi.effect.name	Poison
SpittingScorpion.abilities.VenomousBiteAbi.effect.text	Cette unité est affectée par du poison.
StoneGhost.UnholyPowerAura.effect.name	Pouvoir impie
StoneGhost.UnholyPowerAura.effect.text	Le pouvoir de cette unité est réapprovisionné par un fantôme de pierre proche.
VoiceofCommandAction.effect.name	Feu radical
VoiceofCommandAction.effect.text	L’efficacité des attaques de cette unité a été améliorée par un juge proche.
Temple.SpiritSanctumAura.effect.name	Sanctuaire spirituel
Temple.SpiritSanctumAura.effect.text	Les points de vie et l’énergie de cette unité sont régénérés par l’aura de sanctuaire spirituel d’un temple proche.
TrackAction.spell.effect.name	Poison
TrackAction.spell.effect.text	Cette unité est affectée par du poison.
Trisat.frenzy.effect.name	Frénésie
Trisat.frenzy.effect.text	Cette unité est prise de frénésie. Son armure et ses points de dégâts ont été augmentés.
Trisat.ParalyzingFieldAura.effect.name	Champ de paralysie
Trisat.ParalyzingFieldAura.effect.text	Cette unité est ralentie par le champ de paralysie d’un trisat.
VarunAssassin.weapon.alt_projectile.effect.name	Poison
VarunAssassin.weapon.alt_projectile.effect.text	Cette unité est affectée par du poison.
Vasilii.weapon.projectile.effect.effect.name	Poison
Vasilii.weapon.projectile.effect.effect.text	Cette unité est affectée par du poison.
VenomousScorpion.abilities.VenomousBiteAbi.effect.name	Poison
VenomousScorpion.abilities.VenomousBiteAbi.effect.text	Cette unité est affectée par du poison.
VenomousScorpion.ParalyzingFieldAura.effect.name	Poison de lenteur
VenomousScorpion.ParalyzingFieldAura.effect.text	Cette unité est ralentie par un poison paralysant.
E_PlaguedCorrosion.name	Corrosion de Fléau
E_PlaguedCorrosion.text	Cette unité reçoit moins de points de vie lorsqu’elle se fait soigner.
LavaTrap.IncinerateAura.effect.name	Incinération
LavaTrap.IncinerateAura.effect.text	Cette unité souffre de dégâts causés par une tache en fusion au sol.
QueenProtector.abilities.Taunt.effect.effect.name	Confusion
QueenProtector.abilities.Taunt.effect.effect.text	Cette unité est menacée par un protecteur de reine et ne peut plus attaquer personne.
BigOne.abilities.VenomShowerAbi.projectile.secondary.projectile.effect.effect.name	Poison
BigOne.abilities.VenomShowerAbi.projectile.secondary.projectile.effect.effect.text	Cette unité est affectée par du poison.
