sid	text:fr
36.get him	C’est ton combat, Eji. On ne peut pas t’aider à l’affronter mais on te protégera de nos vies.
36.concentration	Son esprit est... très puissant. J’aurai besoin de toute ma concentration.
36.guard eji	On dirait que le lien au résonateur protège Eji d’une manière ou d’une autre. Enfin, on devrait quand même la protéger des attaques ou elle perdra sa concentration.
36.attack alien	Je crois également qu’il serait bon que je trouve et attaque leur télépathe pour gêner <i>sa</> concentration.
	
36.it is done	Ça y est.
36.shard changing	Regardez ! Le Shard se modifie !
	
36.too strong	Il est trop fort... Je ne... peux... pas le...
36.eji no	Eji ! Non !
	
//// Special Location BSA	
	
bsa.greetings	Bienvenue, mesdames et messieurs, aux combats du jour pour le grand prix de l’arène des sports sanglants de Saling.
	
bsa.enter arena	À tous les participants ! Préparez-vous à combattre et entrez dans l’arène quand vous êtes prêts !
	
bsa.yamu coming	Vous allez affronter la colère du puissant Yamu de combat !
	
bsa.horror coming	Tremblez devant la fureur de l’horreur monstrueuse !
bsa.reptile wins	Le reptile gagne !
	
bsa.wave1	La bête est vaincue ! Mais c’était une cible unique et particulièrement stupide. Voyons comment vous vous débrouillerez face à des guerriers entraînés !
	
bsa.wave2	Ajoutons maintenant quelques machines à lames et lance-roquettes sophistiqués à notre mélange !
	
bsa.wave3	Waouh ! Vous faites de jolis progrès ! Mais nous sommes vicieux et nous allons vous envoyer tout ce que nous avons – et des officiers aussi !
	
bsa.wave4	Bah... Finissons-en avec ça – amenez les feux de l’enfer !
	
bsa.clear arena	À tous les participants ! Sortez de l’arène !
	
bsa.warning1	Attention, à tous les participants ! Quittez l’arène immédiatement !
	
bsa.warning2	Deuxième avertissement : si vous ne quittez pas l’arène on vous tirera dessus !
	
bsa.kill them	Ok, les gars, faites parler la poudre !
	
bsa.give sign	Participants ! Préparez-vous au combat et faites signe quand vous êtes prêts !
bsa.yamu hit	Ouïlle ! Ça va faire une cicatrice ! Ou une trace humide dans la poussière !
bsa.yamu dead	Attention ! Le Yamu de combat va tomber ! Waouh, c’était un morceau de viande géant… et de cristaux !
bsa.reptile dead	C’était vraiment gluant !
bsa.monster killed	Applaudissez les massacreurs de monstre ! Maintenant, nous allons faire une courte pause pour laisser nos héros se rassembler et se préparer aux défis suivants.
bsa.final battle-bsa	Étourdissante performance ! Participants, regroupez-vous et faites signe quand vous êtes prêts pour le combat final !
bsa.claim prize	Incroyable ! Mesdames et messieurs, je vous présente les vainqueurs du grand prix de l’arène des sports sanglants de Saling ! Participants, venez chercher votre prix !
//// Special Location ROM	
	
rom.intruders	Je détecte des intrus ! Appelez ma navette immédiatement !
rom.hurry-rom	Ils nous ont découverts ! Maintenant il faut faire vite !
	
rom.shuttle arrived	Ma navette est arrivée ! Explosez les couloirs !
	
rom.boss seen	J’ai un mauvais pressentiment.
	
rom.cancel shuttle	Annulez la navette ! Je vais m’occuper des intrus en personne !
	
rom.activate cannon	Non ! Activez le canon !
rom.deactivate cannon	Ho, super. Maintenant il faut désactiver ce foutu canon.
	
rom.reinforcements	On a le signal de téléportation ! Maintenant, on peut appeler des renforts !
	
	
//// Special Location Junkyard	
	
junkyard.intruders	Intrus détectés ! Placez tout ce qui a de la valeur aux abris !
junkyard.hurry-junkyard	Faites vite ! Voyons ce que ces boîtes rouillées nous cachent !
	
junkyard.ported on time	On a réussi ! Suivez-moi, je vois une grosse chose sur la plage.
	
junkyard.late with port	Bon sang, on est en retard ! Ils ont caché les petits trésors !
	
junkyard.kirxxa dead	Ma petite ! Vous n’auriez pas dû toucher à Kirxxa, intrus !
	
junkyard.gorgar will eat you	Gorgar va vous dévorer !
	
junkyard.gorgar dead	Gorgar est tombé ! La situation commence à nous échapper !
	
junkyard.coming	C’est votre dernière chance de faire demi-tour, étrangers. J’arrive !
	
junkyard.call technicians	Techniciens, activez les installations de production de robots !
	
junkyard.a-bot wave	Il me faut des renforts !
	
junkyard.nomad wave	Renforts de second niveau, à l’attaque !
	
junkyard.machines wave	Activez tous les renforts d’urgence !
	
junkyard.ditz dies no xessk	Fin des fonctions principales...
	
junkyard.ditz dies xessk spawns	Relâchez Xessk, laissez-le venger Kirxxa ! Fin des fonctions principales...
	
	
//// Special Location DTB	
	
dtb.lets move	Allez-y prudemment !
	
dtb.at cages	Des cages de créatures ! Si on les ouvre, mieux vaut être préparé à ce qu’elle contiennent.
	
dtb.cages done	Ça devrait être terminé bientôt.
	
dtb.at adam	Pauvre créature. Libérons-la de ses souffrances !
	
dtb.got company	Père, nous avons de la compagnie !
dtb.entertain guests	Veux-tu t’occuper de nos invités de ma part, Adam ?
dtb.come to adam	Hé hé, oui, père ! Entrez, chers invités, venez vous amuser !
	
dtb.you killed frank	Vous avez tué mon père, vous allez payer !
	
dtb.adam dead	C’est la fin de tes souffrances, pauvre créature.
dtb.you killed adam	Assassins ! Qu’est-ce que mon Adam vous a fait ? Venez, je vous attends !
	
dtb.at frank	On a trouvé leur commandant. Tuons-le !
	
dtb.adam watch me	Tu oses me défier ? Adam, regarde comment je nettoie le sol avec ces imbéciles !
	
dtb.revenge for adam	Tu as commis une erreur. L’heure de venger Adam est arrivée !
	
dtb.frank dead	Bon travail ! Le monde ne s’en portera que mieux.
dtb.come try me	Mais qu’est-ce que tu crois ? Je ne le tolérerai pas ! Si tu te crois si fort, viens t’y frotter... Si tu oses !
dtb.will come	Comment refuser pareille invitation ? Je suis pressé de te rencontrer, mocheté !
	
	
//// Special Location Safari	
	
safari.explore	Garde l’œil ouvert. On se fait tuer à la moindre erreur.
	
safari.kill queen	C’est ce que j’appelle une grosse proie. Qu’elle meure !
	
safari.killed queen	Un coup admirable !
	
safari.kill mech0	Ce n’est qu’une machine, on peut la détruire !
	
safari.killed mech0	Et un de moins !
	
safari.jack in combat	Et le chasseur devient proie !
	
safari.jack dead	Impossible ! J’ai été vaincu ! Ainsi soit-il, les portes de Bill sont maintenant ouvertes, va le défier si tu oses !
	
safari.at bill	Le défi final ! On peut y arriver !
	
safari.bill in combat	*soupir* Tant de braves chasseurs attendent que je les tue ! Ok, ok, je tue !
	
safari.bill dead	Aaaargh, non !
	
	
//// Special Location Kharum	
	
kharum.help village	On dirait que les villageois ont besoin d’aide, allons-y.
	
kharum.nomad wave	Content que vous soyez ici ! On a besoin d’aide, on attend une grosse attaque !
	
kharum.nomad wave dead	On a survécu grâce à vous ! Enfin, pour l’instant. Serait-ce abuser de vous demander encore de l’aide ?
	
kharum.retaliate	Il faut que ces attaques cessent une fois pour toutes ! Rendez-vous à l’endroit d’où elles sont déclenchées et faites votre possible pour les stopper !
	
kharum.retaliated	Ça y est ! Retournons au village pour leur dire qu’ils peuvent être tranquilles maintenant.
	
kharum.talk to ran boo	Vous avez fait du bon travail ! Maintenant, ne reste à vaincre que le dernier ennemi. Allez parler à notre invité, un homme appelé Ran Boo. Il vous en dira plus.
	
kharum.ran boo spawned	Alors, vous cherchez le gros robot, hein ? Pour l’atteindre, il faut activer un ancien dispositif qui se trouve dans le village. Mais ça ne sera pas facile. Dites-moi quand vous voulez y aller.
	
kharum.lets go	Au moins, vous êtes courageux, je l’admets. Maintenant, il faut trouver les sources d’alimentation dispersées dans le désert et les activer. Passez devant.
	
kharum.found power source	Voici une source d’alimentation. J’y suis.
	
kharum.last power source	Maintenant, on a assez de puissance. Retournons au village et activons le dispositif.
	
kharum.activating ancient device	Restez où vous êtes, je vais l’allumer !
	
kharum.ancient device activated	Ça a fonctionné ! Enfin... je n’en ai jamais douté. Allons rendre visite à ce vieux tas de rouille. Après vous !
	
kharum.i kill you	Autant d’efforts pour venir jusqu’ici et se faire tuer par moi ?! Si c’est votre souhait, je me ferai un plaisir de l’exaucer.
	
	
//// Corrupted Fields	
cf.open cages	Allez ! Ouvrez les cages ! Je veux du spectacle !
cf.final battle-cf	Profitez de l’instant car c’est votre dernier combat !
cf.where am i	Hein ? Où suis-je ?
cf.your minds	Vos esprits sont à moi !
cf.you strong	Quelle force ! Je me demande jusqu’où vous pouvez aller dans mon domaine !
	
//// Esperanza	
esperanza.creeps	Cet endroit me donne la chair de poule.
esperanza.didnt we	On ne l’avait pas déjà tué ?
esperanza.cant kill me	Vous ne pouvez pas me tuer, je suis éternel !
esperanza.will meet again	On se retrouvera !
esperanza.we meet again	Comme on se retrouve !
esperanza.mistake	Vous <i>m’avez</i> tué mais vous <i>m’avez</i> laissé en vie. Grossière erreur !
esperanza.ill be back	Je… je reviendrai !
	
	
//// Renegades’ Hideout 	
rh.bow to me	Prosternez-vous, esclaves !
rh.got what u deserve	C’est bien mérité !
rh.i was wrong	Je… j’avais… tort !
rh.killed by slaves	Tué par des esclaves ! Comment...
rh.it is dead	Quelle que fut cette chose, elle est morte. Une menace en moins.
	
//// Bridges of Trial	
bt.dont disappoint	Je vous attends depuis si longtemps… ne me décevez pas !
bt.challenge	Enfin, un défi !
bt.victory again	Encore une victoire… ça ne s’arrêtera donc jamais ?
bt.disappointed	Vous ne pouviez pas faire mieux ? Quelle déception.
bt.can rest	Enfin ! Je peux me reposer !
bt.impressed	Alors, vous êtes parvenu jusqu’ici. Impressionnant ! Et maintenant, il ne reste que l’ultime défi. Bonne chance !
bt.bites the dust	Un autre mord la poussière !
