sid	text:de
Temple.abilities.DarkWindAbi.text	DESCRIPTION
Temple.abilities.FireLashAbi.name	Feuerpeitsche
Temple.abilities.FireLashAbi.text	Fire Lash description
Temple.abilities.SpiritSanctumAbi.name	Geist-Heiligtum
Temple.abilities.SpiritSanctumAbi.text	Alle [stat:spirit_sanctum_interval] Sekunden stellt der Tempel [stat:spirit_sanctum_hp_perc]% der Trefferpunkte und [stat:spirit_sanctum_power_perc]% der Energie aller lebenden verbündeten Einheiten in einem großen Umkreis wieder her.
	
Breeder.abilities.BreedEggs.name	Bruteier
Breeder.abilities.BreedEggs.text	Der Brüter bringt Eier hervor, die der Verteidigung dienen.
Portal.abilities.BreedEggs.name	Bruteier
Portal.abilities.BreedEggs.text	Das Portal bringt Eier hervor, die der Verteidigung dienen. Es kann mehr Eier unterhalten als der Brüter.
Portal.abilities.CorruptionField.name	Schadensfeld
Portal.abilities.CorruptionField.text	Das Schadensfeld des Portals fügt Feinden in der Nähe [corruption_field_damage] Schadenspunkte pro Zeiteinheit zu.
Portal.abilities.SuppressionField.name	Unterdrückungsfeld
Portal.abilities.SuppressionField.text	Das Unterdrückungsfeld des Portals verlangsamt die Feinde in der Nähe um [suppression_field_slow_perc]%.
	
// ABILITIES //////////////////////////////////////////////////////////////////	
	
Ability_Rupture.name	Riss
Ability_Rupture.text	Der Angriff des Schlitzers hat eine Chance von [stat:rupture_chance]%, das Ziel [stat:rupture_stun_duration] Sekunden lang zu betäuben.
AlienEgg.abilities.ClammyAcid.name	Säureeruption
AlienEgg.abilities.ClammyAcid.text	Die Eier schießen Säureladungen auf Feinde in der Nähe, wodurch deren Panzerungsschutz um [stat:clammy_acid_armor_perc]% reduziert wird. Der Effekt wirkt maximal fünffach.
AlienEgg.abilities.Hatchlings.name	Brut
AlienEgg.abilities.Hatchlings.text	Werden Eier zerstört, so wird die Brut darin wütend und greift automatisch Feinde in der Nähe an.
AlienEgg.abilities.Sizzle.name	Energieschlag
AlienEgg.abilities.Sizzle.text	Das Ei gibt von Zeit zu Zeit knisternde Energiestöße ab. Diese Entladungen verringern den Schaden, der von Feinden in der Nähe verursacht wird, um [sizzle_damage_reduction_perc]%.
AncientShade.abilities.UnholyAttackAbi.name	Schreckensangriff
AncientShade.abilities.UnholyAttackAbi.text	Der Schatten-Standardangriff durchdringt die Panzerung des Feindes vollständig.
Assassin.abilities.Sharpshooter.name	Scharfschütze
Assassin.abilities.Sharpshooter.text	Assassinen erreichen auf maximale Entfernung ihr Höchstmaß an Zerstörungskraft. Ihre Effektivität lässt aber nach, wenn ihr Ziel näher kommt. Suchen Sie im Kampf also einen passenden Platz für den Assassinen, und halten Sie ihn dem Nahkampf möglichst fern.
AssaultBotAbilities.Rocket.name	Blendrakete
AssaultBotAbilities.Rocket.text	Der Sturmbot hat bei jedem Angriff eine Chance von [stat:rocket_precision_chance]%, eine zusätzliche Blendrakete auf ein Ziel in der Nähe abzufeuern. Die Explosion der Rakete reduziert die Effektivität der getroffenen Feinde, sodass diese mit ihren Standardangriffen [stat:rocket_precision_damage_perc]% weniger Schaden anrichten. Der Effekt wirkt maximal fünffach.
Brute.abilities.GrowlAbi.name	Knurren
Brute.abilities.GrowlAbi.text	Das Untier hat bei jedem Angriff eine Chance von [stat:growl_chance]%, die Aufmerksamkeit seines Ziels auf sich zu ziehen. Das Ziel konzentriert seine Angriffe dann [stat:growl_duration] Sekunden lang auf das Untier.
Brute.abilities.IgniteOnHitAbi.name	Entflammung
Brute.abilities.IgniteOnHitAbi.text	Nach einem gelungenen Angriff hat das Untier eine Chance von [stat:ignite_on_strike_chance], in Raserei zu verfallen, sodass es [stat:ignite_duration] Sekunden lang in Flammen gehüllt ist. Das entflammte Untier fügt [ignite_targets] Zielen vor ihm [ignite_damage] Punkte zusätzlichen Schaden zu.
Brute.abilities.IgniteOnKillAbi.name	Entflammung
Brute.abilities.IgniteOnKillAbi.text	Nach einem tödlichen Angriff auf sein Ziel verfällt das Untier in Raserei, sodass es [stat:ignite_duration] Sekunden lang in Flammen gehüllt ist. Das entflammte Untier fügt [ignite_targets] Zielen vor ihm [ignite_damage] zusätzlichen Schaden zu.
ChainShotAbi.name	Schusskette
ChainShotAbi.text	Der Tyrann hat bei jedem Schuss eine Chance von [stat:chain_shot_chance]%, eine Kettenreaktion auszulösen, die mehreren zusätzlichen Feinden Schaden zufügt.
ChargeAbi.name	Attacke
ChargeAbi.text	Wenn sie sich einem Gegner näher, prescht die Hüterin die letzten Meter schnell nach vorne, wodurch sie sofort in Kampfreichweite gelangt.
DeathRumbleAbi.name	Todesdonner
DeathRumbleAbi.text	Der Schrecken hat eine Chance von [stat:death_rumble_chance]%, eine Schreckensnova herbeizubeschwören, die allen Feinden in der Nähe [stat:death_rumble_damage] Punkte Schaden zufügt.
DischargeAbi.name	Entladung
DischargeAbi.text	Der Angriff des Vollstreckers hat eine Chance von [stat:discharge_chance]%, seinem Ziel [stat:discharge_damage] Energiepunkte zu entziehen und diese in Schaden umzuwandeln.
DominatorBlightRayAbi.name	Vernichtungsstrahl
DominatorBlightRayAbi.text	Die Standardangriffe des Unterdrückers ignorieren die Panzerung der Feinde.
DominatorStasisShotAbi.name	Starreschuss
DominatorStasisShotAbi.text	Der Unterdrücker hat eine Chance von [stat:stasis_shot_chance]%, sein Ziel [stat:stasis_shot_duration] Sekunden lang zu betäuben und mit dem Schuss doppelten Schaden anzurichten.
EnfeebleAbi.name	Schwächung
EnfeebleAbi.text	Der Wandler hat bei jedem Angriff eine Chance von [stat:enfeeble_chance]%, alle feindlichen Einheiten, die sich in der Nähe seines Ziels befinden, [stat:enfeeble_duration] Sekunden lang zu schwächen. Der Schaden dieser Einheiten wird hierdurch um [stat:enfeeble_damage_reduction_perc]% reduziert. Der Effekt wirkt maximal fünffach.
ExposeTargetAbi.name	Offenlegen
ExposeTargetAbi.text	Der Assassine hat bei jedem Schuss eine Chance von [stat:expose_target_chance]%, die Panzerung des Ziels zu durchdringen, wodurch dessen Effektivität [stat:expose_target_armor_duration] Sekunden lang um [stat:expose_target_armor_perc]% gemindert wird. Der Effekt wirkt maximal fünffach.
FeedbackAbi.name	Gegenwirkung
FeedbackAbi.text	Der Tritech hat beim Schuss eine Chance von [stat:feedback_chance]%, sich selbst zu heilen (Heilung: [stat:feedback_heal] Trefferpunkte).
Harvester.abilities.ImminenceAbi.name	Unheil
Harvester.abilities.ImminenceAbi.text	Der Seelenernter hat bei jedem Angriff eine Chance von [stat:confuse_chance]%, die Aufmerksamkeit seines Ziels auf sich zu lenken, sodass das Ziel seine Angriffe 10 Sekunden lang auf den Seelenernter konzentriert.
HarvesterHarvestAbi.name	Krallenhieb
HarvesterHarvestAbi.text	Der Seelenernter hat bei jedem Angriff eine Chance von [stat:harvest_chance]%, einen Spezialangriff auszuführen, der alle Ziele um ihn herum trifft und betäubt.
HarvesterParalyzingField.name	Lähmungsfeld
HarvesterParalyzingField.text	Der Seelenernter verlangsamt die Bewegung aller lebenden Feinde in ihrer Nähe um [stat:paralyzing_field_speed_reduction_perc]%.
Hatchling.abilities.ThreatenAbi.name	Bedrohung
Hatchling.abilities.ThreatenAbi.text	Die Brut hat bei jedem Angriff eine Chance von [stat:threaten_chance]%, ihr Ziel zu bedrohen. Das bringt das Ziel dazu, seine Angriffe [stat:threaten_duration] Sekunden lang auf sie zu konzentrieren.
HellfireAbilities.Shield.name	Kraftfeld
HellfireAbilities.Shield.text	Ein mächtiger Schild, der automatisch aktiviert wird, wenn die Höllenfeuer-Einheit angegriffen wird. Das Kraftfeld hat einen Robustheitswert von [stat:shield_hull] Punkten, eine Ladungsrate von [stat:shield_regen], eine Komplettabwehrchance von [stat:shield_fullabsorbchance]% und eine Schadensabsorption von [stat:shield_percentabsorbtion]%.
HollowVoiceAbi.name	Höllenstimme
HollowVoiceAbi.text	Der Schrecken hat eine Chance von [stat:hollow_voice_chance]%, in seiner Unterweltstimme zu knurren, womit er allen Feinden vor ihm [stat:hollow_voice_damage] Punkte Schaden zufügt.
HolyAuraAbi.name	Aura des Segens
HolyAuraAbi.text	Der Hohepriester bündelt die Kraft der Natur bei sich, wodurch alle verbündeten Einheiten alle [stat:holy_aura_tick] Sekunden [stat:holy_aura_heal] Trefferpunkte zurückerhalten.
LeadershipAbi.name	Befehlshaber
LeadershipAbi.text	Durch Angriffe auf Feinde und genaue Beobachtung des Kampfes erhält der Vollstrecker Ladungen, die er automatisch dafür einsetzt, Soldaten in der Nähe zum Elitestatus zu befördern. Elitesoldaten haben eine erhöhte Chance, ihren Zielen doppelten Schaden zuzufügen.
LeechAbi.name	Egel
LeechAbi.text	Der Steingeist hat bei jedem Angriff eine Chance von [stat:drain_psi_chance]%, seinem Ziel bis zu [stat:drain_psi_amount] Energiepunkte zu stehlen und dieselbe Menge auf alle verbündeten Einheiten in der Nähe zu übertragen.
LifeLeechAbi.name	Lebensegel
LifeLeechAbi.text	Bei jedem Angriff entzieht der Manipulator seinem Ziel [stat:damage] Trefferpunkte und gibt sie an die Umgebung ab. So heilt er alle verbündeten Einheiten in der Nähe.
LongRangeAbi.name	Fernkampf
LongRangeAbi.text	Der Tyrann fügt großen Schaden zu, ist aber nur auf maximale Kampfentfernung effizient. Greift er aus der Nähe an, ist der Schaden deutlich geringer.
NanofixAbi.name	Nanoreparatur
NanofixAbi.text	Erzeugt eine Welle von Nanopartikeln, die eine Maschine sofort repariert (Wirkung: [stat:nano_fix_heal] Trefferpunkte).
OverchargeAbi.name	Überladung
OverchargeAbi.text	Mit einer Chance von [stat:overcharge_chance]% führt der Ingenieur statt seines normalen Angriffs einen Energieblitzschlag aus. Der Blitz fügt dem Ziel doppelten Schaden zu und erzeugt eine Energienova um das Ziel, die allen feindlichen Einheiten in einem kleinen Umkreis halben Schaden zufügt und diese [stat:overcharge_stun_duration] Sekunden lang betäubt.
OverseerChargingFieldAbi.name	Ladungsfeld
OverseerChargingFieldAbi.text	Der Energieaufseher verfügt über eine Aura, die alle [stat:charging_field_tick] Sekunden [stat:charging_field_psi_perc]% der Energie aller verbündeten Einheiten in der Nähe wiederherstellt.
OverseerPlasmaShieldAbi.name	Plasmaschild
OverseerPlasmaShieldAbi.text	Ein wirkungsvoller Schild, der automatisch aktiviert wird, wenn der Aufseher angegriffen wird. Der Plasmaschild verfügt über einen Robustheitswert von [stat:shield_hull] Punkten, eine Ladungsrate von [stat:shield_regen], eine Komplettabwehrchance von [stat:shield_fullabsorbchance]% und eine Schadensabsorption von [stat:shield_percentabsorbtion]%.
PlasmaShieldAbi.name	Plasmaschild
PlasmaShieldAbi.text	Ein wirkungsvoller Schild, der automatisch aktiviert wird, wenn der Meister angegriffen wird. Der Plasmaschild verfügt über einen Robustheitswert von [stat:shield_hull] Punkten, eine Ladungsrate von [stat:shield_regen], eine Komplettabwehrchance von [stat:shield_fullabsorbchance]% und eine Schadensabsorption von [stat:shield_percentabsorbtion]%.
PowerLeakAbi.name	Energieleck
PowerLeakAbi.text	Der Standardangriff des Wandlers hat eine Chance von [power_leak_chance]%, die Energie des Feindes um [power_leak_drain]% zu verringern.
PyroblastAbi.name	Pyrowelle
PyroblastAbi.text	Der Hohepriester hat bei jedem Angriff eine Chance von [stat:pyrowave_chance]%, eine gefährliche Feuerwelle zu erzeugen, die bis zu zwei zusätzlichen Zielen Schaden zufügt.
RepairDronesAbi.name	Reparaturdrohnen
RepairDronesAbi.text	Erzeugt Drohnen, die den Ingenieur und alle in der Nähe befindlichen verbündeten Maschinen repariert.
Shaman.abilities.DrainLife.name	Lebensentzug
Shaman.abilities.DrainLife.text	Mit einer Chance von [stat:drain_life_chance]% fügt der Schamane seinem aktuellen Ziel [stat:damage] Schadenspunkte zu und heilt [drain_life_heal] Trefferpunkte bei allen lebenden verbündeten Einheiten in einem kleinen Bereich um ihn herum.
ShiftAbi.name	Teleportation
ShiftAbi.text	Im Kampf kann die Hüterin ihre Energie verwenden, um sich durch ein Dimensionstor um ihr Ziel herum zu teleportieren. Die Teleportation verursacht doppelten Schaden und betäubt das Ziel für [stat:shift_stun_duration] Sekunden.
Shifter.abilities.CloneShieldAbi.name	Klonschild
Shifter.abilities.CloneShieldAbi.text	Der Schild wird aktiviert, wenn der Wandler angegriffen wird. Die Robustheit beträgt [stat:shield_hull], die Ladungsrate [stat:shield_regen],die Abwehrchance [stat:shield_fullabsorbchance]% und die Schadensabsorption von [stat:shield_percentabsorbtion]%. Wenn der Klonschild einen Angriff abwehrt, wird ein weiterer Schild geklont, der einen benachbarten Trisat oder Tritech beschützt.
Sorcerer.abilities.ChillAbi.name	Langsamkeit
Sorcerer.abilities.ChillAbi.text	Durch den Standardangriff des Zauberers wird sein Ziel für [stat:chill_duration] Sekunden um [stat:chill_perc]% verlangsamt.
SurgeonAbilities.FirstAid.name	Nothilfe
SurgeonAbilities.FirstAid.text	Die Chirurgin heilt automatisch verletzte Einheiten in mittlerer Umgebung, stellt [stat:bandage_amount] Trefferpunkte wieder her und entfernt einen Schadenseffekt. Klicken Sie mit der rechten Maustaste auf ein verbündetes Ziel, damit die Chirurgin ihm folgt und sich gezielt um seine Trefferpunkte kümmert.
Trisat.abilities.FrenzyAbi.name	Erzürnung
Trisat.abilities.FrenzyAbi.text	Der Trisat ist nach jedem Schaden von [stat:frenzy_threshold], den er anrichtet, erzürnt, was seine Panzerung um [stat:frenzy_armor] verstärkt und seinen Schaden um [stat:frenzy_damage]% erhöht. Die Verbesserung wirkt bis zu dreifach und klingt ab, wenn der Trisat [stat:frenzy_duration] Sekunden lang nichts trifft.
Trisat.abilities.ParalyzingFieldAbi.name	Lähmungsfeld
Trisat.abilities.ParalyzingFieldAbi.text	Der Trisat verlangsamt die Bewegungen aller lebenden Feinde in seiner Nähe um [stat:paralyzing_field_speed_reduction_perc]%.
TrooperAbilities.Grenade.name	Handgranate
TrooperAbilities.Grenade.text	Der Soldat hat bei jedem Angriff eine Chance von [stat:throw_grenade_chance]%, eine Sprenggranate auf sein Ziel zu werfen. Die Granate verursacht in einem kleinen Bereich [stat:grenade_damage] Schadenspunkte. Der Soldat verwendet diese Fähigkeit allerdings nicht, wenn die Gefahr besteht, dass er mit der Granate verbündete Einheiten verletzt.
UnholyAuraAbi.name	Schreckensaura
UnholyAuraAbi.text	Der Steingeist hält eine Verbindung zur Unterwelt aufrecht und heilt alle [stat:unholy_aura_interval] Sekunden alle Unterweltkreaturen in seiner Nähe (Steingeist, Ewiger Schatten, Horror, Seelenwurm; Heilung: [stat:unholy_aura_heal] Trefferpunkte).
Warrior.abilities.SharpShooterAbi.name	Scharfschütze
Warrior.abilities.SharpShooterAbi.text	Mit Schüssen aus maximaler Entfernung ist der Krieger sehr effektiv. Er verliert an Effektivität, wenn er in einen Nahkampf verwickelt wird.
WhirlwindAbi.name	Wirbelsturm
WhirlwindAbi.text	Im Kampf hat die Hüterin eine Chance von [stat:whirlwind_chance]%, eine Spezialbewegung auszuführen, die allen benachbarten Zielen Schaden zufügt.

// BUFFS //////////////////////////////////////////////////////////////////////	

AlienEgg.SizzleAura.effect.name	Energieschlag
AlienEgg.SizzleAura.effect.text	Diese Einheit wird durch den Einfluss von Alieneiern in der Nähe geschwächt.
AlienEgg.weapon.effect.name	Säureeruption
AlienEgg.weapon.effect.text	Die Panzerung dieser Einheit wird durch eine Säureeruption geschwächt.
AssaultBotAbilities.Rocket.effect.name	Schadensminderung
AssaultBotAbilities.Rocket.effect.text	Die Effektivität der Einheit wurde durch eine Blendrakete geschwächt.
BigOne.abilities.VenomousBiteAbi.effect.name	Gift
BigOne.abilities.VenomousBiteAbi.effect.text	Diese Einheit nimmt Giftschaden.
BigOne.abilities.VenomShowerAbi.effect.name	Gift
BigOne.abilities.VenomShowerAbi.effect.text	Diese Einheit nimmt Giftschaden.
BigOne.ParalyzingFieldAura.effect.name	Verlangsamungsgift
BigOne.ParalyzingFieldAura.effect.text	Diese Einheit wird durch lähmendes Gift verlangsamt.
Brute.abilities.GrowlAbi.effect.name	Knurren
Brute.abilities.GrowlAbi.effect.text	Diese Einheit wird von einem Untier bedroht und kann kein anderes Ziel angreifen.
Brute.abilities.IgniteOnHitAbi.effect.name	Entflammung
Brute.abilities.IgniteOnHitAbi.effect.text	Diese Einheit befindet sich in einem Spezialzustand, der ihre Effektivität steigert.
Brute.abilities.IgniteOnKillAbi.effect.name	Entflammung
Brute.abilities.IgniteOnKillAbi.effect.text	Diese Einheit befindet sich in einem Spezialzustand, der ihre Effektivität steigert.
ChainShotAbi.effect.name	Schusskette
ChainShotAbi.effect.text	Diese Einheit erleidet Schaden durch eine Schusskette.
ChillSpell.effect.name	Langsamkeit
ChillSpell.effect.text	Diese Einheit wird durch den Angriff eines Zauberers verlangsamt.
ConfuseAction.spell.effect.effect.name	Verwirrung
ConfuseAction.spell.effect.effect.text	Die Panzerung des Lord Commanders wird bei einem Verwirrungsmanöver verstärkt.
CorruptionAction.spell.effect.name	Zerfall
CorruptionAction.spell.effect.text	Diese Einheit erleidet Giftschaden durch einen Zerfallszauber.
DarkWind.FireLashHit.IncinerateAura.effect.name	Verbrennung
DarkWind.FireLashHit.IncinerateAura.effect.text	Diese Einheit erleidet Feuerschaden durch ein Wärmefeld, das durch einen Blitzschlag von einem feindlichen Tempel in der Nähe erzeugt wurde.
DominatorDimensionChainAction.spell.effect.effect.name	Dimensionssperre
DominatorDimensionChainAction.spell.effect.effect.text	Diese Einheit ist in einer Dimensionssperre gefangen und kann sich nicht bewegen.
EnfeebleAbi.effect.name	Schwächung
EnfeebleAbi.effect.text	Diese Einheit wird durch einen Wandler-Angriff geschwächt.
ExposeTargetAbi.effect.name	Offenlegung
ExposeTargetAbi.effect.text	Die Panzerung dieser Einheit wurde durch den Schuss eines Assassinen geschwächt.
FeedAction.spell.effect.caster_effect_on_start.name Lebensraub
FeedAction.spell.effect.caster_effect_on_start.text	Diese Einheit wird durch eine Lebensraubaktion geheilt.
FeedAction.spell.effect.name	Lebensraub
FeedAction.spell.effect.text	Diese Einheit erleidet Schaden durch eine Lebensraubaktion.
FrostWaveAction.spell.effect.name	Langsamkeit
FrostWaveAction.spell.effect.text	Diese Einheit wird durch den Angriff eines Zauberers verlangsamt.
Guardian.FortifyAura.effect.name	Festigung
Guardian.FortifyAura.effect.text	Die Panzerung dieser Einheit wird durch die Festigungsaura einer Hüterin in der Nähe gestärkt.
Harvester.abilities.ImminenceAbi.effect.name	Unheil
Harvester.abilities.ImminenceAbi.effect.text	Diese Einheit wird von einem Seelenernter bedroht und kann keinen anderen Feind angreifen.
Harvester.ParalyzingFieldAura.effect.name	Lähmungsfeld
Harvester.ParalyzingFieldAura.effect.text	Diese Einheit wird durch ein Lähmungsfeld verlangsamt.
Hatchling.abilities.ThreatenAbi.effect.name	Bedrohung
Hatchling.abilities.ThreatenAbi.effect.text	Diese Einheit wird von einer Brut bedroht und kann keinen anderen Feind angreifen.
HowlArmor.name	Schreipanzerung
HowlArmor.text	Diese Einheit befindet sich in einem Spezialzustand, der ihre Panzerung verstärkt.
HowlFear.name	Schrei Angst
HowlFear.text	Diese Einheit ist von Angst erfüllt und kann keine Befehle ausführen.
HowlHeal.name	Schreiheilung
HowlHeal.text	Diese Einheit befindet sich in einem Spezialzustand, der ihre Gesundheitsregeneration beschleunigt.
IncinerateSpot.IncinerateAura.effect.name	Verbrennung
IncinerateSpot.IncinerateAura.effect.text	Diese Einheit erleidet Schaden durch einen Verbrennungszauber.
InjectAction.effect.name	Injektion
InjectAction.effect.text	Der Lord Commander regeneriert seine Gesundheit durch den Einfluss injizierter Medikamente.
JurranAssassin.weapon.alt_projectile.effect.name	Gift
JurranAssassin.weapon.alt_projectile.effect.text	Diese Einheit nimmt Giftschaden.
M33Breeder.CorruptionFieldAura.effect.name	Schadensfeld
M33Breeder.CorruptionFieldAura.effect.text	Diese Einheit wird durch ein Schadensfeld vergiftet.
M33Breeder.SuppressionFieldAura.effect.name	Unterdrückungsfeld
M33Breeder.SuppressionFieldAura.effect.text	Diese Einheit wird durch ein Unterdrückungsfeld verlangsamt.
MarkOfChaosAction.effect.name	Chaoszeichen
MarkOfChaosAction.effect.text	Diese Einheit nimmt Schaden durch das Chaoszeichen.
MutantsThunder.ThunderSlowAura.effect.name	Unwetterverlangsamung
MutantsThunder.ThunderSlowAura.effect.text	Diese Einheit wird durch ein Unwetter verlangsamt.
Overseer.ChargingFieldAura.effect.name	Ladungsfeld
Overseer.ChargingFieldAura.effect.text	Die Energie dieser Einheit wird durch ein Ladungsfeld erneuert.
Portal.CorruptionFieldAura.effect.name	Schadensfeld
Portal.CorruptionFieldAura.effect.text	Diese Einheit wird durch ein Schadensfeld vergiftet.
Portal.SuppressionFieldAura.effect.name	Unterdrückungsfeld
Portal.SuppressionFieldAura.effect.text	Diese Einheit wird durch ein Unterdrückungsfeld verlangsamt.
S_fear.name	Angst
S_fear.text	Diese Einheit ist von Angst erfüllt und kann keine Befehle ausführen.
S_freeze.name	Erstarrung
S_freeze.text	Diese Einheit ist erstarrt und kann zurzeit nichts machen.
S_madden.name	Raserei
S_madden.text	Diese Einheit ist panisch und kann Freund und Feind nicht unterscheiden.
S_stun.name	Betäubung
S_stun.text	Diese Einheit ist betäubt und kann zurzeit nichts machen.
SalingAssassin.weapon.alt_projectile.effect.name	Gift
SalingAssassin.weapon.alt_projectile.effect.text	Diese Einheit nimmt Giftschaden.
Shrine.SpiritTrapAura.effect.name	Geistesgabe
Shrine.SpiritTrapAura.effect.text	Die Trefferpunkte dieser Einheit werden durch die Aura der Geistesgabe eines nahegelegenen Tempels regeneriert.
SpittingScorpion.abilities.VenomousBiteAbi.effect.name	Gift
SpittingScorpion.abilities.VenomousBiteAbi.effect.text	Diese Einheit nimmt Giftschaden.
StoneGhost.UnholyPowerAura.effect.name	Schreckensenergie
StoneGhost.UnholyPowerAura.effect.text	Die Energie dieser Einheit wird durch einen Steingeist in der Nähe erneuert.
VoiceofCommandAction.effect.name	Sperrfeuer
VoiceofCommandAction.effect.text	Die Effizienz der Angriffe dieser Einheit wurde durch einen Vollstrecker in der Nähe verbessert.
Temple.SpiritSanctumAura.effect.name	Geist-Heiligtum
Temple.SpiritSanctumAura.effect.text	Die Trefferpunkte und die Energie dieser Einheit werden durch die Aura des Geist-Heiligtums eines nahegelegenen Tempels erneuert.
TrackAction.spell.effect.name	Gift
TrackAction.spell.effect.text	Diese Einheit nimmt Giftschaden.
Trisat.frenzy.effect.name	Erzürnung
Trisat.frenzy.effect.text	Diese Einheit ist erzürnt. Ihre Panzerung ist stärker, und ihre Schadenspunkte sind erhöht.
Trisat.ParalyzingFieldAura.effect.name	Lähmungsfeld
Trisat.ParalyzingFieldAura.effect.text	Diese Einheit wird durch ein Trisat-Lähmungsfeld verlangsamt.
VarunAssassin.weapon.alt_projectile.effect.name	Gift
VarunAssassin.weapon.alt_projectile.effect.text	Diese Einheit nimmt Giftschaden.
Vasilii.weapon.projectile.effect.effect.name	Gift
Vasilii.weapon.projectile.effect.effect.text	Diese Einheit nimmt Giftschaden.
VenomousScorpion.abilities.VenomousBiteAbi.effect.name	Gift
VenomousScorpion.abilities.VenomousBiteAbi.effect.text	Diese Einheit nimmt Giftschaden.
VenomousScorpion.ParalyzingFieldAura.effect.name	Verlangsamungsgift
VenomousScorpion.ParalyzingFieldAura.effect.text	Diese Einheit wird durch lähmendes Gift verlangsamt.
E_PlaguedCorrosion.name	Plagebefall
E_PlaguedCorrosion.text	Diese Einheit erhält weniger Trefferpunkte, wenn sie geheilt wird.
LavaTrap.IncinerateAura.effect.name	Verbrennung
LavaTrap.IncinerateAura.effect.text	Diese Einheit nimmt Schaden durch eine Lavapfütze.
QueenProtector.abilities.Taunt.effect.effect.name	Verwirrung
QueenProtector.abilities.Taunt.effect.effect.text	Diese Einheit wird durch einen Königinnen-Beschützer bedroht und kann keinen anderen Feind angreifen.
BigOne.abilities.VenomShowerAbi.projectile.secondary.projectile.effect.effect.name	Gift
BigOne.abilities.VenomShowerAbi.projectile.secondary.projectile.effect.effect.text	Diese Einheit nimmt Giftschaden.
